"rt","stimulus","key_press","screenid","trial_type","trial_index","time_elapsed","internal_node_id","subject","date","final_height_px","final_width_px","scale_factor","value","attr_trial","attractiveness_face","screen_id","attractiveness_rating"
"72001.30000000075","Welcome to the experiment. <br> We will start with a quick calibration of the screen. <br> Press any key to begin","13","welcome","html-keyboard-response","0","72016","0.0-0.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","","","",""
"","","","","resize","1","75651","0.0-1.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","307","0.6064197530864197","","","","",""
"","","","","call-function","2","75653","0.0-2.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","","","",""
"1608","<div style='width: 70%;margin:0 auto;'><h1>First part: Attractiveness Rating</h1><p>In this first part of the experiment you will be asked to rate how attractive you find different faces. Each face will appear only for a limited time (3 seconds) and you will then be able to give your rating on scale from 0-100.<p>Try to pay attention so that you do not miss the faces!</p><p>Press any key when you are ready</p></div>","32","instruction_attractiveness","html-keyboard-response","3","77263","0.0-3.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","","","",""
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/3 BF-039.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","4","80275","0.0-4.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","0","img/3 BF-039.jpg","",""
"2472.5","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","5","82750","0.0-5.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","0","","attractiveness_scale","61"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/16 BF-208.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","6","85753","0.0-6.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","1","img/16 BF-208.jpg","",""
"2411","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","7","88166","0.0-7.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","1","","attractiveness_scale","70"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/10 WF-220.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","8","91174","0.0-8.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","2","img/10 WF-220.jpg","",""
"2909.5999999996275","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","9","94085","0.0-9.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","2","","attractiveness_scale","75"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/16 BF-249.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","10","97092","0.0-10.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","3","img/16 BF-249.jpg","",""
"2886.7000000011176","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","11","99981","0.0-11.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","3","","attractiveness_scale","76"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/2 AF-230.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","12","102985","0.0-12.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","4","img/2 AF-230.jpg","",""
"8139.5","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","13","111127","0.0-13.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","4","","attractiveness_scale","73"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/10 WF-208.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","14","114138","0.0-14.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","5","img/10 WF-208.jpg","",""
"2461.5999999996275","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","15","116601","0.0-15.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","5","","attractiveness_scale","61"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/7 LF-219.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","16","119603","0.0-16.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","6","img/7 LF-219.jpg","",""
"2190.9000000003725","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","17","121796","0.0-17.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","6","","attractiveness_scale","73"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/17 WF-024.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","18","124804","0.0-18.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","7","img/17 WF-024.jpg","",""
"3954.800000000745","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","19","128762","0.0-19.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","7","","attractiveness_scale","80"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/20 AM-230.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","20","131775","0.0-20.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","8","img/20 AM-230.jpg","",""
"2634.9000000003725","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","21","134414","0.0-21.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","8","","attractiveness_scale","45"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/14 AM-211.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","22","137428","0.0-22.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","9","img/14 AM-211.jpg","",""
"2581.5","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","23","140011","0.0-23.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","9","","attractiveness_scale","82"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/7 LF-254.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","24","143028","0.0-24.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","10","img/7 LF-254.jpg","",""
"3736.5","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","25","146767","0.0-25.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","10","","attractiveness_scale","72"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/1 AF-224.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","26","149771","0.0-26.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","11","img/1 AF-224.jpg","",""
"6948.4000000003725","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","27","156721","0.0-27.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","11","","attractiveness_scale","79"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/8 LM-210.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","28","159726","0.0-28.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","12","img/8 LM-210.jpg","",""
"3259.4000000003725","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","29","162989","0.0-29.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","12","","attractiveness_scale","38"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/19 BM-239.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","30","165996","0.0-30.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","13","img/19 BM-239.jpg","",""
"7975.299999998882","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","31","173974","0.0-31.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","13","","attractiveness_scale","75"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/9 LM-226.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","32","176983","0.0-32.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","14","img/9 LM-226.jpg","",""
"1883.8999999985099","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","33","178870","0.0-33.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","14","","attractiveness_scale","88"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/11 WF-031.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","34","181873","0.0-34.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","15","img/11 WF-031.jpg","",""
"2687.7999999988824","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","35","184564","0.0-35.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","15","","attractiveness_scale","36"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/20 AM-206.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","36","187567","0.0-36.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","16","img/20 AM-206.jpg","",""
"9840.199999999255","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","37","197410","0.0-37.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","16","","attractiveness_scale","71"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/12 WM-011.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","38","200423","0.0-38.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","17","img/12 WM-011.jpg","",""
"2828.199999999255","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","39","203255","0.0-39.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","17","","attractiveness_scale","11"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/14 AM-218.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","40","206259","0.0-40.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","18","img/14 AM-218.jpg","",""
"2281.5999999996275","<div class='conf_div'><p style='margin-bottom: 28px; margin-top: 0px;'><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/cardback2o.jpg'></img><div id='mySlider5' style='width: 100%; text-align: center;'><table style='text-align: center; margin: auto; padding: 0;'><tr><td class='rightTdVas'>0<br>Very<br>unattractive</td><td><div style='position: relative;'><img src='responseScales/vas_banded.png' id='customSlider2' width='600px' height='60px'><div id='customTick2' class='customTick2'><img id='customTick2_fig' src='responseScales/tick2.png' width='25px' height='25px'></div></div></td><td class='rightTdVas'>100<br>Very<br>attractive</td></tr><tr><td colspan='3'><div id='mySlider5_value'></div></td></tr></table></div></div>","","","html-vas-custom","41","208544","0.0-41.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","18","","attractiveness_scale","62"
"null","<div class='conf_div'><p  style=' margin-bottom:28px; margin-top:0px; ' ><strong>How attractive do you think this face is?</strong></p><img class='central_stim' src='img/8 LM-243.jpg' </img><p  style=' margin-top: -60px;' ><strong><br><br><br><br><br><br><br></strong></p></div>","null","exposition_attractiveness","html-keyboard-response","42","211550","0.0-42.0","1212121212121212121212121212121212121212121","2023-11-2 14:59","","","","","19","img/8 LM-243.jpg","",""
